name,latitude,longitude,info
Natividade,-25.4543998,-49.2318973,"{""@id"": ""node/2652025451"", ""addr:street"": ""Rua Tenente Ricardo Kirch"", ""amenity"": ""bar"", ""name"": ""Natividade""}"
Costelão Avenida,-25.4596648,-49.2326752,"{""@id"": ""node/2652049064"", ""amenity"": ""restaurant"", ""check_date"": ""2022-12-29"", ""cuisine"": ""regional;steak_house"", ""level"": ""0"", ""name"": ""Costel\u00e3o Avenida"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""wheelchair"": ""limited""}"
Pastelaria Hayashida,-25.4557845,-49.2310052,"{""@id"": ""node/2653105192"", ""amenity"": ""restaurant"", ""name"": ""Pastelaria Hayashida"", ""payment:cards"": ""yes"", ""payment:cash"": ""no""}"
Açaí Biruta,-1.4576311,-48.5058809,"{""@id"": ""node/2653211399"", ""amenity"": ""bar"", ""name"": ""A\u00e7a\u00ed Biruta""}"
Bar do Mesquita,-22.5106744,-43.2334392,"{""@id"": ""node/2653639401"", ""addr:postcode"": ""25725-595"", ""amenity"": ""bar"", ""name"": ""Bar do Mesquita""}"
Bar do Escadinha,-22.9181121,-43.2380283,"{""@id"": ""node/2654443271"", ""amenity"": ""bar"", ""name"": ""Bar do Escadinha""}"
Opção na Brasa,-22.9177086,-43.236632,"{""@id"": ""node/2654447498"", ""amenity"": ""restaurant"", ""name"": ""Op\u00e7\u00e3o na Brasa""}"
1/2 Porta,-22.9178379,-43.2365531,"{""@id"": ""node/2654447499"", ""amenity"": ""bar"", ""name"": ""1/2 Porta""}"
Dona Zulmira,-22.917599,-43.2364131,"{""@id"": ""node/2654453135"", ""amenity"": ""bar"", ""name"": ""Dona Zulmira""}"
Adega Villas Boas,-22.9181799,-43.2360184,"{""@id"": ""node/2654453137"", ""amenity"": ""restaurant"", ""name"": ""Adega Villas Boas""}"
Escritório,-22.918159,-43.2381267,"{""@id"": ""node/2654456283"", ""amenity"": ""bar"", ""name"": ""Escrit\u00f3rio""}"
Papo Inicial,-22.9185342,-43.2347504,"{""@id"": ""node/2654471322"", ""amenity"": ""bar"", ""name"": ""Papo Inicial""}"
Recanto 05,-22.9207948,-43.2396844,"{""@id"": ""node/2654514009"", ""amenity"": ""bar"", ""name"": ""Recanto 05""}"
Aroma da Tijuca,-22.9186579,-43.2392499,"{""@id"": ""node/2654534842"", ""amenity"": ""bar"", ""name"": ""Aroma da Tijuca""}"
Café e Bar Rio Maracanã,-22.9133932,-43.2347491,"{""@id"": ""node/2654551166"", ""amenity"": ""bar"", ""name"": ""Caf\u00e9 e Bar Rio Maracan\u00e3""}"
Broto,-22.9197733,-43.2337781,"{""@id"": ""node/2654620930"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Broto""}"
Bar do Bigode,-22.916353,-43.2343072,"{""@id"": ""node/2654620937"", ""amenity"": ""bar"", ""name"": ""Bar do Bigode""}"
Fonte da Vila,-22.918925,-43.2415882,"{""@id"": ""node/2656636975"", ""amenity"": ""bar"", ""name"": ""Fonte da Vila""}"
Kilograma,-22.915276,-43.2352797,"{""@id"": ""node/2656636978"", ""amenity"": ""restaurant"", ""cuisine"": ""Pizza,_all_you can eat"", ""name"": ""Kilograma""}"
Meu Cantão,-22.91644,-43.2352799,"{""@id"": ""node/2656646670"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Meu Cant\u00e3o""}"
Varnhagen,-22.918797,-43.2341124,"{""@id"": ""node/2656646671"", ""amenity"": ""bar"", ""name"": ""Varnhagen""}"
Café e Bar Tijuquinha,-22.9197881,-43.2340796,"{""@id"": ""node/2656649627"", ""amenity"": ""bar"", ""name"": ""Caf\u00e9 e Bar Tijuquinha""}"
Tatubola,-8.0915614,-34.882267,"{""@id"": ""node/2660085283"", ""amenity"": ""restaurant"", ""name"": ""Tatubola"", ""source"": ""survey""}"
Ponto de açaí,-8.0911704,-34.883123,"{""@id"": ""node/2660085306"", ""amenity"": ""restaurant"", ""name"": ""Ponto de a\u00e7a\u00ed"", ""source"": ""survey""}"
Almoço Popular,-22.8456852,-43.3249624,"{""@id"": ""node/2661182667"", ""amenity"": ""restaurant"", ""name"": ""Almo\u00e7o Popular"", ""source"": ""survey""}"
Quatro Irmãos,-22.8688944,-43.3419563,"{""@id"": ""node/2661206220"", ""amenity"": ""pub"", ""name"": ""Quatro Irm\u00e3os"", ""source"": ""survey""}"
Caraline,-21.5410752,-42.183816,"{""@id"": ""node/2661555838"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Caraline"", ""opening_hours"": ""17:00-00:30""}"
Restaurante Don Corleone,-21.5443226,-42.1808409,"{""@id"": ""node/2661555952"", ""amenity"": ""restaurant"", ""cuisine"": ""italian;chinese;regional;japanese;sushi"", ""name"": ""Restaurante Don Corleone""}"
Assim Assado,-22.871119,-46.9661786,"{""@id"": ""node/2663261570"", ""amenity"": ""restaurant"", ""name"": ""Assim Assado""}"
Restaurante Penna Verde,-20.9426566,-48.4904986,"{""@id"": ""node/2665139101"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Penna Verde""}"
Chopp Time,-22.951693,-43.1848738,"{""@id"": ""node/2667153965"", ""addr:housenumber"": ""89 lojas A e B"", ""addr:postcode"": ""22270-000"", ""addr:street"": ""Rua Volunt\u00e1rios da P\u00e1tria"", ""amenity"": ""restaurant"", ""name"": ""Chopp Time"", ""phone"": ""+55-21-35980168; +55-21-35980167"", ""source"": ""survey"", ""website"": ""https://www.chopptime.com.br/""}"
Comedoria,-21.8026276,-48.1885492,"{""@id"": ""node/2669115094"", ""amenity"": ""restaurant"", ""name"": ""Comedoria"", ""opening_hours"": ""Tu-Fr 13:00-21:30; Sa,Su 09:30-18:00""}"
Biermarkt,-30.0305703,-51.2062364,"{""@id"": ""node/2669384120"", ""addr:housenumber"": ""442"", ""addr:street"": ""Rua Castro Alves"", ""amenity"": ""pub"", ""internet_access"": ""wlan"", ""microbrewery"": ""yes"", ""name"": ""Biermarkt"", ""opening_hours"": ""Mo-Sa 18:00-23:30"", ""phone"": ""+55 51 3013-2300"", ""toilets:wheelchair"": ""no"", ""website"": ""https://www.biermarkt.com.br/"", ""wheelchair"": ""limited""}"
Yakuza 893,-30.0305337,-51.206425,"{""@id"": ""node/2669384143"", ""addr:housenumber"": ""422"", ""addr:street"": ""Rua Castro Alves"", ""amenity"": ""pub"", ""check_date"": ""2023-03-04"", ""name"": ""Yakuza 893"", ""wheelchair"": ""no""}"
Du Dudu,-22.8338441,-43.327761,"{""@id"": ""node/2670047550"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Du Dudu"", ""source"": ""survey""}"
Point Jovem,-22.838466,-43.3245562,"{""@id"": ""node/2670047553"", ""amenity"": ""pub"", ""name"": ""Point Jovem"", ""source"": ""survey""}"
Planalto do Chopp,-22.9289981,-43.3538023,"{""@id"": ""node/2671620102"", ""addr:housename"": ""Planalto do Chopp"", ""addr:housenumber"": ""713"", ""addr:street"": ""Avenida Gerem\u00e1rio Dantas"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Planalto do Chopp""}"
Divino Piacere,-12.9850809,-38.5131743,"{""@id"": ""node/2672920646"", ""addr:housenumber"": ""62"", ""addr:street"": ""Rua General Labatut"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Divino Piacere""}"
Cantinho do Bicão,-23.1433256,-44.1682409,"{""@id"": ""node/2673238256"", ""amenity"": ""pub"", ""name"": ""Cantinho do Bic\u00e3o""}"
Espaço Ipaum Guaçu,-23.1429065,-44.1679278,"{""@id"": ""node/2673238355"", ""amenity"": ""pub"", ""name"": ""Espa\u00e7o Ipaum Gua\u00e7u""}"
Banana da Terra,-23.1425427,-44.1676987,"{""@id"": ""node/2673238619"", ""amenity"": ""restaurant"", ""name"": ""Banana da Terra""}"
Comida Caseira,-23.1423479,-44.1676006,"{""@id"": ""node/2673238721"", ""amenity"": ""restaurant"", ""name"": ""Comida Caseira""}"
Master Comida Mineira,-23.1404489,-44.1685739,"{""@id"": ""node/2673239603"", ""amenity"": ""restaurant"", ""name"": ""Master Comida Mineira""}"
Casarão da Ilha,-23.1400318,-44.1681899,"{""@id"": ""node/2673239848"", ""amenity"": ""restaurant"", ""name"": ""Casar\u00e3o da Ilha""}"
Pizza na Praça l,-23.1402129,-44.1682512,"{""@id"": ""node/2673239973"", ""amenity"": ""restaurant"", ""name"": ""Pizza na Pra\u00e7a l""}"
Bardjeco,-23.139832,-44.1683325,"{""@id"": ""node/2673240086"", ""amenity"": ""restaurant"", ""name"": ""Bardjeco""}"
Tempero Caseiro,-23.1364927,-44.1707767,"{""@id"": ""node/2673240175"", ""amenity"": ""restaurant"", ""name"": ""Tempero Caseiro""}"
Pato Crepes,-23.1413204,-44.1690773,"{""@id"": ""node/2673240336"", ""amenity"": ""restaurant"", ""name"": ""Pato Crepes""}"
K Entre Nós,-23.1420033,-44.168478,"{""@id"": ""node/2673240505"", ""amenity"": ""restaurant"", ""name"": ""K Entre N\u00f3s""}"
Armazém Beer,-23.1422154,-44.1680535,"{""@id"": ""node/2673240538"", ""amenity"": ""pub"", ""name"": ""Armaz\u00e9m Beer""}"
Perez Pub,-13.0016626,-38.5315903,"{""@id"": ""node/2674606958"", ""addr:housenumber"": ""3438B"", ""addr:street"": ""Avenida Sete de Setembro"", ""amenity"": ""pub"", ""name"": ""Perez Pub""}"
O Catarina,-23.531925,-46.681915,"{""@id"": ""node/2675012616"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""132"", ""addr:postcode"": ""05020-000"", ""addr:street"": ""Rua Ministro Ferreira Alves"", ""amenity"": ""pub"", ""cuisine"": ""brazilian;florianopolitano"", ""email"": ""ocatarinabar@yahoo.com.br"", ""name"": ""O Catarina"", ""opening_hours"": ""Tu-Sa 12:00-00:00; Su 12:00-20:00"", ""phone"": ""+55 11 2369 5657""}"
Tia Salete,-23.0242054,-43.4534493,"{""@id"": ""node/2675797983"", ""amenity"": ""bar"", ""name"": ""Tia Salete""}"
Lanchonete Lima,-21.9831215,-47.8829472,"{""@id"": ""node/2678176406"", ""amenity"": ""restaurant"", ""name"": ""Lanchonete Lima""}"
Jardim da Pizza,-12.9490572,-38.378937,"{""@id"": ""node/2680097904"", ""addr:city"": ""Salvador"", ""addr:postcode"": ""41650-066"", ""addr:street"": ""Rua Ozi Miranda"", ""amenity"": ""restaurant"", ""capacity"": ""50"", ""cuisine"": ""pizza"", ""name"": ""Jardim da Pizza"", ""wheelchair"": ""yes""}"
Tenore,-22.911476,-43.1091034,"{""@id"": ""node/2680896597"", ""amenity"": ""restaurant"", ""name"": ""Tenore""}"
Boca de Mel,-22.8926898,-47.0802881,"{""@id"": ""node/2681466133"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Boca de Mel""}"
Rancho do Frango (Frango Atropleado),-22.8914674,-47.0733829,"{""@id"": ""node/2681488532"", ""addr:city"": ""Campinas"", ""addr:housenumber"": ""239"", ""addr:postcode"": ""13070-118"", ""addr:street"": ""Rua Doutor Miguel Penteado"", ""addr:suburb"": ""Jardim Chapad\u00e3o"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Rancho do Frango (Frango Atropleado)"", ""opening_hours"": ""Mo-Th 11:00-15:30; Fr-Sa 11:00-23:00; Su 11:00-18:00"", ""phone"": ""+55 (19) 3213-4330"", ""website"": ""http://www.ranchodofrango.com.br/""}"
Nona Gioconda,-21.7982715,-48.1783712,"{""@id"": ""node/2681531688"", ""addr:housenumber"": ""1100"", ""addr:street"": ""Rua It\u00e1lia"", ""amenity"": ""restaurant"", ""name"": ""Nona Gioconda"", ""opening_hours"": ""Mo-Sa 11:00-15:00"", ""phone"": ""+55 16 3322-2071""}"
Meat Chopper,-23.5657964,-46.6829178,"{""@id"": ""node/2682845221"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housename"": ""Meat Chopper burgers"", ""addr:housenumber"": ""507"", ""addr:postcode"": ""05422-010"", ""addr:street"": ""Rua dos Pinheiros"", ""amenity"": ""restaurant"", ""capacity"": ""50"", ""cuisine"": ""burger"", ""name"": ""Meat Chopper"", ""opening_hours"": ""Mo 12:00-15:30; Tu-Fr 12:00-15:30,18:00-23:20; Sa 12:00-00:30; Su 18:00-23:00"", ""phone"": ""+55 011 3081-5369"", ""smoking"": ""outside"", ""wheelchair"": ""limited""}"
Babaçu Chopp & Espeto,-21.6679667,-48.2464505,"{""@id"": ""node/2683496341"", ""addr:housenumber"": ""730"", ""addr:street"": ""Avenida Doutor Nilo Rodrigues da Silva"", ""amenity"": ""pub"", ""name"": ""Baba\u00e7u Chopp & Espeto""}"
Meats,-23.5648805,-46.6813098,"{""@id"": ""node/2683520674"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""320"", ""addr:postcode"": ""05422-000"", ""addr:street"": ""Rua dos Pinheiros"", ""amenity"": ""restaurant"", ""capacity"": ""70"", ""check_date"": ""2023-07-25"", ""cuisine"": ""burger"", ""name"": ""Meats"", ""opening_hours"": ""Tu-Fr 12:00-15:00,19:00-00:00; Sa 12:00-01:00; Su 12:00-23:30"", ""phone"": ""+55 11 2679-6323"", ""website"": ""http://www.restaurantemeats.com.br/"", ""wheelchair"": ""limited""}"
Nello's,-23.5669063,-46.6880392,"{""@id"": ""node/2683539252"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""97"", ""addr:postcode"": ""05418-010"", ""addr:street"": ""Rua Ant\u00f4nio Bicudo"", ""amenity"": ""restaurant"", ""capacity"": ""100"", ""cuisine"": ""italian"", ""name"": ""Nello's"", ""opening_hours"": ""Tu-Su 12:00-16:00,19:00-23:20"", ""phone"": ""+55 11 3082-4365"", ""website"": ""http://www.nellos.com.br"", ""wheelchair"": ""limited""}"
Verdemar,-19.964117,-43.9557672,"{""@id"": ""node/2684472492"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Verdemar"", ""source"": ""survey""}"
Restaurante Essência do Vale,-22.5704629,-44.9988073,"{""@id"": ""node/2685437466"", ""addr:city"": ""Cruzeiro"", ""addr:housenumber"": ""901"", ""addr:postcode"": ""12704-310"", ""addr:street"": ""Rodovia Doutor Avelino J\u00fanior"", ""amenity"": ""restaurant"", ""capacity"": ""80"", ""cuisine"": ""regional"", ""name"": ""Restaurante Ess\u00eancia do Vale"", ""note"": ""O Restaurante Ess\u00eancia do Vale foi planejado para os clientes desfrutarem momentos agrad\u00e1veis degustando pratos saud\u00e1veis e saborosos."", ""opening_hours"": ""9:00-17:30"", ""phone"": ""+55 12 3144 3322"", ""wheelchair"": ""yes""}"
Botequim do Mar,-23.1424338,-44.1629658,"{""@id"": ""node/2688393422"", ""amenity"": ""restaurant"", ""name"": ""Botequim do Mar"", ""name:en"": ""Steak \u2018n Beach""}"
Amarelinho do Canto,-23.1424629,-44.162716,"{""@id"": ""node/2688393550"", ""amenity"": ""restaurant"", ""name"": ""Amarelinho do Canto""}"
Praia da Júlia,-23.1410389,-44.1603621,"{""@id"": ""node/2688393783"", ""amenity"": ""restaurant"", ""name"": ""Praia da J\u00falia""}"
Toscanelli,-23.1406148,-44.1588018,"{""@id"": ""node/2688394179"", ""amenity"": ""restaurant"", ""name"": ""Toscanelli""}"
Park in Restelo,38.7087863,-9.2068349,"{""@id"": ""node/2688630868"", ""addr:city"": ""Lisboa"", ""addr:postcode"": ""1400-350"", ""addr:street"": ""Parque dos Moinhos de Santana"", ""amenity"": ""restaurant"", ""name"": ""Park in Restelo""}"
Pub 7,-25.4405702,-49.2737452,"{""@id"": ""node/2689151382"", ""addr:housenumber"": ""3619"", ""addr:street"": ""Avenida Sete de Setembro"", ""amenity"": ""pub"", ""name"": ""Pub 7"", ""survey:date"": ""2014-02-24""}"
Bar e Restaurante Pontes,-22.950968,-43.182014,"{""@id"": ""node/2692621241"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""1 Ljs 38 e 39"", ""addr:postcode"": ""22290-030"", ""addr:street"": ""Rua Professor \u00c1lvaro Rodrigues"", ""addr:suburb"": ""Botafogo"", ""amenity"": ""restaurant"", ""name"": ""Bar e Restaurante Pontes"", ""note"": ""Bar e Restaurante"", ""source"": ""survey""}"
Bar Zuzu Goró,-22.9509241,-43.1819499,"{""@id"": ""node/2692621248"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""1 - Lj. 36"", ""addr:postcode"": ""22290-030"", ""addr:street"": ""Rua Professor \u00c1lvaro Rodrigues"", ""addr:suburb"": ""Botafogo"", ""amenity"": ""restaurant"", ""name"": ""Bar Zuzu Gor\u00f3"", ""phone"": ""+55-21-25270810"", ""source"": ""survey""}"
Restaurante Senegal,-22.9508214,-43.1818433,"{""@id"": ""node/2692621250"", ""addr:street"": ""Rua Volunt\u00e1rios da P\u00e1tria"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Senegal"", ""source"": ""survey""}"
Bar Bela Vista (Seu Domingos),-12.962796,-38.5036328,"{""@id"": ""node/2694140162"", ""addr:city"": ""Salvador"", ""addr:housenumber"": ""port\u00e3o 2-f"", ""addr:street"": ""Escadaria da Ch\u00e1cara Santo Ant\u00f4nio"", ""amenity"": ""bar"", ""name"": ""Bar Bela Vista (Seu Domingos)""}"
Bicho Papão,-22.927217,-43.119036,"{""@id"": ""node/2694854834"", ""amenity"": ""restaurant"", ""name"": ""Bicho Pap\u00e3o""}"
Churrascaria São Rafael,-30.0403411,-51.1772339,"{""@id"": ""node/2697121797"", ""addr:housenumber"": ""3284"", ""addr:postcode"": ""90410-007"", ""addr:street"": ""Avenida Prot\u00e1sio Alves"", ""amenity"": ""restaurant"", ""cuisine"": ""barbecue"", ""name"": ""Churrascaria S\u00e3o Rafael"", ""phone"": ""+55 51 3334-7155"", ""wheelchair"": ""limited""}"
Pedrini,-30.0403664,-51.1933413,"{""@id"": ""node/2697121814"", ""addr:housenumber"": ""1472"", ""addr:postcode"": ""90410-005"", ""addr:street"": ""Avenida Prot\u00e1sio Alves"", ""amenity"": ""restaurant"", ""description"": ""Bar e restaurante moderno com mesas externas que oferece comida de botequim e pratos brasileiros desde 1960."", ""name"": ""Pedrini"", ""opening_hours"": ""Mo-Sa 17:00-02:00, 09:00-18:00; Su 12:00-01:00"", ""phone"": ""+55 51 3072-2790"", ""wheelchair"": ""yes""}"
Apiário Morada do Sol,-23.4972354,-47.6414189,"{""@id"": ""node/2699129968"", ""addr:city"": ""Ara\u00e7oiaba da Serra"", ""addr:housenumber"": ""13"", ""addr:street"": ""Estrada de Aparecidinha,"", ""addr:suburb"": ""Bairro dos Farias"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Api\u00e1rio Morada do Sol"", ""website"": ""http://www.apiariomoradadosol.com.br""}"
Bar do Caraí,-24.7214468,-47.8786566,"{""@id"": ""node/2702036515"", ""amenity"": ""bar"", ""name"": ""Bar do Cara\u00ed""}"
Pizzaria Dona Oliva,-21.2246997,-50.4443363,"{""@id"": ""node/2702095348"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzaria Dona Oliva""}"
Pizzaria Mamma Mia,-21.2818263,-50.3392566,"{""@id"": ""node/2702095695"", ""addr:street"": ""Rua Nicolau da Silva Nunes"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzaria Mamma Mia""}"
Pizzaria Qualitá,-25.461422,-49.223713,"{""@id"": ""node/2704586802"", ""addr:housename"": ""Pizzaria Qualita"", ""addr:street"": ""Rua Professor Jo\u00e3o Doetzer"", ""addr:suburb"": ""Jardim das Am\u00e9ricas"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzaria Qualit\u00e1"", ""opening_hours"": ""18:00-23:00""}"
Bar do Roque,-24.1231989,-48.3284948,"{""@id"": ""node/2705993680"", ""amenity"": ""bar"", ""name"": ""Bar do Roque""}"
Bierstube,-30.0157938,-51.2004584,"{""@id"": ""node/2709068702"", ""addr:housenumber"": ""81"", ""addr:street"": ""Rua Doutor Tim\u00f3teo"", ""amenity"": ""restaurant"", ""capacity"": ""200"", ""cuisine"": ""german"", ""name"": ""Bierstube"", ""opening_hours"": ""Mo-Sa 17:00-00:00"", ""phone"": ""+55 51 3222-3212"", ""website"": ""http://bierstubers.blogspot.com.br/""}"
Lanchonete do Nezinho Pedrinhas,-24.8901779,-47.8001185,"{""@id"": ""node/2710085397"", ""amenity"": ""bar"", ""name"": ""Lanchonete do Nezinho Pedrinhas""}"
Grand Chicken,-22.8282794,-43.3200422,"{""@id"": ""node/2710708104"", ""amenity"": ""restaurant"", ""cuisine"": ""chicken"", ""name"": ""Grand Chicken""}"
Restaurante Murilo's,-23.7796812,-46.5304971,"{""@id"": ""node/2714882642"", ""addr:city"": ""S\u00e3o Bernardo do Campo"", ""addr:housenumber"": ""258"", ""addr:postcode"": ""09830-280"", ""addr:street"": ""Antonio Caputo"", ""addr:suburb"": ""Riacho Grande"", ""amenity"": ""restaurant"", ""capacity"": ""70"", ""cuisine"": ""regional"", ""delivery"": ""no"", ""name"": ""Restaurante Murilo's"", ""outdoor_seating"": ""yes"", ""phone"": ""+55 11 4396 0463"", ""smoking"": ""outside"", ""source"": ""http://vejabrasil.abril.com.br/abc/restaurantes/murilos-32547"", ""takeaway"": ""no"", ""website"": ""http://www.murilosrestaurante.com.br/""}"
Cia do Peixe,-19.9336118,-44.0169407,"{""@id"": ""node/2723795119"", ""amenity"": ""restaurant"", ""cuisine"": ""fish"", ""name"": ""Cia do Peixe""}"
Amarelim,-19.9330851,-44.0166721,"{""@id"": ""node/2723795122"", ""amenity"": ""bar"", ""name"": ""Amarelim""}"
Bar e Restaurante Santa Rita,-23.5274152,-46.6080293,"{""@id"": ""node/2724042714"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""1293"", ""addr:postcode"": ""03026-001"", ""addr:street"": ""Rua Silva Teles"", ""amenity"": ""restaurant"", ""capacity"": ""50"", ""cuisine"": ""regional"", ""name"": ""Bar e Restaurante Santa Rita""}"
Skina Bar,-23.526845,-46.6074871,"{""@id"": ""node/2724042723"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""1143"", ""addr:postcode"": ""03019-000"", ""addr:street"": ""Rua Joaquim Carlos"", ""amenity"": ""restaurant"", ""capacity"": ""30"", ""cuisine"": ""regional;burger"", ""name"": ""Skina Bar""}"
Quiosque do Cigarra,-22.8146319,-43.1765181,"{""@id"": ""node/2724254737"", ""amenity"": ""bar"", ""name"": ""Quiosque do Cigarra"", ""wifi"": ""no""}"
Shinjiru Sushi Bar,-23.5055506,-46.5982388,"{""@id"": ""node/2726902699"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""241"", ""addr:postcode"": ""02076-010"", ""addr:street"": ""Rua M\u00e1rio Pinheiro"", ""amenity"": ""restaurant"", ""capacity"": ""50"", ""cuisine"": ""japanese"", ""name"": ""Shinjiru Sushi Bar"", ""opening_hours"": ""Mo-Su 12:00-23:00""}"
Galeto do Zé,-22.8770468,-42.0166092,"{""@id"": ""node/2740230646"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Galeto do Z\u00e9""}"
Picanha do Zé,-22.8776111,-42.0172775,"{""@id"": ""node/2740233111"", ""amenity"": ""restaurant"", ""name"": ""Picanha do Z\u00e9""}"
Tia Maluca,-22.8777551,-42.0174727,"{""@id"": ""node/2740263522"", ""amenity"": ""restaurant"", ""name"": ""Tia Maluca""}"
Q Quentinho,-22.8709633,-42.0300208,"{""@id"": ""node/2740462199"", ""amenity"": ""restaurant"", ""name"": ""Q Quentinho""}"
Pizzaria Sala Vip,-23.7124983,-46.5461366,"{""@id"": ""node/2741073925"", ""addr:city"": ""S\u00e3o Bernardo do Campo"", ""addr:country"": ""BR"", ""addr:housenumber"": ""391"", ""addr:street"": ""Rua Bela Vista"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzaria Sala Vip"", ""opening_hours"": ""Tu-Su 18:00-24:00; PH off"", ""phone"": ""+55 11 4125 5757"", ""website"": ""https://www.salavippizzaria.com.br/""}"
Lanchonete Patiná,-23.5520824,-46.6524347,"{""@id"": ""node/2744231996"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""677"", ""addr:postcode"": ""01305-000"", ""addr:street"": ""Rua Augusta"", ""addr:suburb"": ""Consola\u00e7\u00e3o"", ""amenity"": ""bar"", ""name"": ""Lanchonete Patin\u00e1""}"
Bar e lanches Jofa,-23.5286833,-46.61239,"{""@id"": ""node/2746442541"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""455"", ""addr:postcode"": ""03027-020"", ""addr:street"": ""Rua Doutor Virg\u00edlio do Nascimento"", ""amenity"": ""restaurant"", ""name"": ""Bar e lanches Jofa""}"
Rancho Buffet,-22.9022761,-43.1768984,"{""@id"": ""node/2747719888"", ""amenity"": ""restaurant"", ""name"": ""Rancho Buffet""}"
Parmê,-22.9036001,-43.1792178,"{""@id"": ""node/2747719893"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Parm\u00ea"", ""phone"": ""+552138522500""}"
Montagu,-22.969926,-43.1842213,"{""@id"": ""node/2747719896"", ""amenity"": ""restaurant"", ""name"": ""Montagu""}"
Bella Cozinha,-23.6660154,-46.538605,"{""@id"": ""node/2750540760"", ""addr:city"": ""Santo Andr\u00e9"", ""addr:country"": ""BR"", ""addr:housenumber"": ""262"", ""addr:postcode"": ""09041-380"", ""addr:street"": ""Rua Duque de Caxias"", ""amenity"": ""restaurant"", ""capacity"": ""60"", ""cuisine"": ""regional"", ""name"": ""Bella Cozinha"", ""opening_hours"": ""Mo-Fr 11:30-15:00""}"
Restaurante Popular,-22.8816256,-43.0835599,"{""@id"": ""node/2752505007"", ""addr:street"": ""Alameda S\u00e3o Boaventura"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Popular""}"
Bar Amarelinho,-22.9439431,-42.1596787,"{""@id"": ""node/2752505011"", ""amenity"": ""pub"", ""name"": ""Bar Amarelinho""}"
Churrascaria Mandacaru,-22.9681091,-42.0220846,"{""@id"": ""node/2752505087"", ""amenity"": ""restaurant"", ""cuisine"": ""barbecue"", ""name"": ""Churrascaria Mandacaru""}"
La Brasiliana,-22.8365072,-42.1359052,"{""@id"": ""node/2752505192"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""La Brasiliana""}"
Restaurante 3 Coqueiros - pão com linguiça,-22.7365191,-42.6048938,"{""@id"": ""node/2752505374"", ""amenity"": ""restaurant"", ""name"": ""Restaurante 3 Coqueiros - p\u00e3o com lingui\u00e7a""}"
Restaurante A Grande Família - comida simples,-22.9771746,-42.0295069,"{""@id"": ""node/2752505377"", ""amenity"": ""restaurant"", ""name"": ""Restaurante A Grande Fam\u00edlia - comida simples""}"
Restaurante La Petit,-22.9237697,-42.3075876,"{""@id"": ""node/2752505380"", ""amenity"": ""restaurant"", ""name"": ""Restaurante La Petit""}"
Restaurante Só Espeto,-22.8874739,-42.4690312,"{""@id"": ""node/2752505383"", ""amenity"": ""restaurant"", ""name"": ""Restaurante S\u00f3 Espeto""}"
churrascaria a quilo,-22.967771,-42.0228315,"{""@id"": ""node/2752505451"", ""amenity"": ""restaurant"", ""cuisine"": ""barbecue"", ""name"": ""churrascaria a quilo""}"
comida mineira,-22.7581231,-42.8407638,"{""@id"": ""node/2752505454"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""comida mineira""}"
